,0
7844,indications_PRESBYOESOPHAGUS
7845,indications_DOUBLE HETEROZYGOUS SICKLING DISORDERS
7846,indications_NON-SMALL CELL LUNG CANCER STAGE I
7847,indications_LUNG INFECTION PSEUDOMONAL
7848,indications_BACTERIAL TEST POSITIVE
7849,indications_OPHTHALMIC FLUID DRAINAGE
7850,indications_INCISION SITE COMPLICATION
7851,indications_TRI-IODOTHYRONINE UPTAKE ABNORMAL
7852,indications_ARNOLD-CHIARI MALFORMATION
7853,indications_MEIBOMIANITIS
7854,indications_RESORPTION BONE INCREASED
7855,indications_BLOOD CALCIUM
7856,indications_CRUSH INJURY
7857,indications_ILEECTOMY
7858,indications_UNDERWEIGHT
7859,indications_DUCHENNE MUSCULAR DYSTROPHY
7860,indications_GASTROINTESTINAL PERFORATION
7861,indications_LOWER RESPIRATORY TRACT INFECTION VIRAL
7862,indications_VERTEBROBASILAR INSUFFICIENCY
7863,indications_ANOVULATORY CYCLE
7864,indications_CORNEAL INFECTION
7865,indications_VULVOVAGINAL DISORDER
7866,indications_POLYMENORRHOEA
7867,indications_NEUROMA
7868,indications_NASAL NEOPLASM
7869,indications_CORNEAL DISORDER
7870,indications_INCREASED VISCOSITY OF UPPER RESPIRATORY SECRETION
7871,indications_ATHERECTOMY
7872,indications_PROCOAGULANT THERAPY
7873,indications_CLAVICLE FRACTURE
7874,indications_GASTROINTESTINAL MALFORMATION
7875,indications_HOLMES-ADIE PUPIL
7876,indications_SALMONELLOSIS
7877,indications_PANCREATIC ATROPHY
7878,indications_STOMACH MASS
7879,indications_GASTROINTESTINAL WALL THICKENING
7880,indications_NUCLEAR MAGNETIC RESONANCE IMAGING SPINAL NORMAL
7881,indications_BIOPSY LUNG
7882,indications_PANCREATIC ENZYME ABNORMALITY
7883,indications_POST CHOLECYSTECTOMY SYNDROME
7884,indications_CHAPPED LIPS
7885,indications_BIOPSY LIP
7886,indications_INJECTION SITE IRRITATION
7887,indications_CONGENITAL CARDIOVASCULAR ANOMALY
7888,indications_DRUG DISPENSING ERROR
7889,indications_ANTIDEPRESSANT DRUG CLEARANCE
7890,indications_CRANIAL NERVE NEOPLASM BENIGN
7891,indications_GASTROINTESTINAL OEDEMA
7892,indications_BONE TUBERCULOSIS
7893,indications_DRUG ADMINISTERED TO PATIENT OF INAPPROPRIATE AGE
7894,indications_INTENTIONAL PRODUCT USE ISSUE
7895,indications_HAND-FOOT-AND-MOUTH DISEASE
7896,indications_HORNER'S SYNDROME
7897,indications_IMMUNISATION REACTION
7898,indications_PRODUCT TASTE ABNORMAL
7899,indications_TRANSIENT GLOBAL AMNESIA
7900,indications_REACTION TO PRESERVATIVES
7901,indications_URINARY TRACT PAIN
7902,indications_PULMONARY VEIN OCCLUSION
7903,indications_CAROTID ENDARTERECTOMY
7904,indications_SLEEP-RELATED EATING DISORDER
7905,indications_LARYNGOSPASM
7906,indications_MYOKYMIA
7907,indications_ALPHA INTERFERON THERAPY
7908,indications_SEMINOMA
7909,indications_ALLERGIC GRANULOMATOUS ANGIITIS
7910,indications_MYCOBACTERIUM FORTUITUM INFECTION
7911,indications_MICROPENIS
7912,indications_ENTEROCOCCAL SEPSIS
7913,indications_HEPATIC PAIN
7914,indications_DISABILITY
7915,indications_THYROID HORMONES INCREASED
7916,indications_VISCERAL PAIN
7917,indications_LIGAMENT INJURY
7918,indications_COLD SWEAT
7919,indications_LYMPHOMA TRANSFORMATION
7920,indications_ENZYME ABNORMALITY
7921,indications_SINUS RHYTHM
7922,indications_GROWING PAINS
7923,indications_THYROXINE THERAPY
7924,indications_HIGH DENSITY LIPOPROTEIN ABNORMAL
7925,indications_PELVIC DEFORMITY
7926,indications_DIET FAILURE
7927,indications_CHOROID MELANOMA
7928,indications_MIXED HEPATOCELLULAR CHOLANGIOCARCINOMA
7929,indications_PHOSPHORUS METABOLISM DISORDER
7930,indications_DIFFUSE LARGE B-CELL LYMPHOMA STAGE I
7931,indications_SOCIAL ALCOHOL DRINKER
7932,indications_DYSGRAPHIA
7933,indications_PERIPHERAL MOTOR NEUROPATHY
7934,indications_BLOOD IMMUNOGLOBULIN E INCREASED
7935,indications_EXPOSURE TO NOISE
7936,indications_POST PROCEDURAL BILE LEAK
7937,indications_Q FEVER
7938,indications_SARCOMATOID MESOTHELIOMA
7939,indications_NON-SMALL CELL LUNG CANCER STAGE III
7940,indications_PLEURAL MESOTHELIOMA MALIGNANT
7941,indications_NON-SMALL CELL LUNG CANCER STAGE IIIB
7942,indications_LARGE CELL LUNG CANCER
7943,indications_PERITONEAL MESOTHELIOMA MALIGNANT
7944,indications_MESOTHELIOMA MALIGNANT RECURRENT
7945,indications_NON-SMALL CELL LUNG CANCER STAGE 0
7946,indications_LUNG ADENOCARCINOMA STAGE III
7947,indications_OSTEOSARCOMA RECURRENT
7948,indications_FALLOPIAN TUBE CANCER STAGE III
7949,indications_LARYNGEAL CANCER
7950,indications_HYPOCHONDRIASIS
7951,indications_URETERIC CANCER
7952,indications_LUNG CARCINOMA CELL TYPE UNSPECIFIED STAGE III
7953,indications_PLEURAL NEOPLASM
7954,indications_ADENOSQUAMOUS CELL LUNG CANCER
7955,indications_LUNG ADENOCARCINOMA STAGE II
7956,indications_CLEAR CELL ENDOMETRIAL CARCINOMA
7957,indications_SINUS CANCER METASTATIC
7958,indications_TRANSVERSE SINUS THROMBOSIS
7959,indications_DRUG EFFECT DECREASED
7960,indications_BLOOD GROWTH HORMONE INCREASED
7961,indications_GLAUCOMATOUS OPTIC DISC ATROPHY
7962,indications_ASPIRATION BONE MARROW
7963,indications_COMPLICATIONS OF BONE MARROW TRANSPLANT
7964,indications_T-CELL CHRONIC LYMPHOCYTIC LEUKAEMIA
7965,indications_SPONTANEOUS PENILE ERECTION
7966,indications_CYTOMEGALOVIRUS TEST POSITIVE
7967,indications_EYELID OEDEMA
7968,indications_PULMONARY ARTERIOPATHY
7969,indications_MOUNTAIN SICKNESS ACUTE
7970,indications_PRIMARY MEDIASTINAL LARGE B-CELL LYMPHOMA
7971,indications_GULF WAR SYNDROME
7972,indications_ACNE CONGLOBATA
7973,indications_GORHAM'S DISEASE
7974,indications_VERTEBRAL FORAMINAL STENOSIS
7975,indications_UTERINE CONTRACTIONS ABNORMAL
7976,indications_REVERSAL OF OPIATE ACTIVITY
7977,indications_BIOPSY SKIN
7978,indications_EARLY INFANTILE EPILEPTIC ENCEPHALOPATHY WITH BURST-SUPPRESSION
7979,indications_OVULATION DISORDER
7980,indications_CULTURE POSITIVE
7981,indications_PULMONARY ARTERY ATRESIA
7982,indications_SMALL INTESTINE TRANSPLANT
7983,indications_INVESTIGATION ABNORMAL
7984,indications_BLOOD PHOSPHORUS ABNORMAL
7985,indications_VERTEBRAL ARTERY OCCLUSION
7986,indications_OESTRADIOL ABNORMAL
7987,indications_FAMILIAL MEDITERRANEAN FEVER
7988,indications_LACUNAR INFARCTION
7989,indications_ENDOCRINE OPHTHALMOPATHY
7990,indications_VIRAL CARDIOMYOPATHY
7991,indications_ANOREXIA AND BULIMIA SYNDROME
7992,indications_MEGACOLON
7993,indications_THERAPEUTIC RESPONSE UNEXPECTED
7994,indications_STILL'S DISEASE ADULT ONSET
7995,indications_CONCOMITANT DISEASE AGGRAVATED
7996,indications_NUCLEAR MAGNETIC RESONANCE IMAGING THORACIC
7997,indications_PLATELET DYSFUNCTION
7998,indications_ADMINISTRATION SITE ERYTHEMA
7999,indications_BRONCHIAL SECRETION RETENTION
8000,indications_AGEUSIA
8001,indications_SENSITIVITY OF TEETH
8002,indications_FOETAL HEART RATE ABNORMAL
8003,indications_CONTRAST MEDIA ALLERGY
8004,indications_CENTRAL AUDITORY PROCESSING DISORDER
8005,indications_ABDOMINAL ADHESIONS
8006,indications_FISTULA DISCHARGE
8007,indications_MASTOCYTIC LEUKAEMIA
8008,indications_TRICHINIASIS
8009,indications_PARASITIC GASTROENTERITIS
8010,indications_BILIARY DYSKINESIA
8011,indications_SPOROTRICHOSIS
8012,indications_GLOSSITIS
8013,indications_VOLVULUS
8014,indications_KYPHOSIS
8015,indications_INADEQUATE LUBRICATION
8016,indications_EXTRA-OSSEOUS EWING'S SARCOMA
8017,indications_BENIGN NEOPLASM
8018,indications_STOMA SITE ERYTHEMA
8019,indications_OESOPHAGEAL ULCER HAEMORRHAGE
8020,indications_ICHTHYOSIS
8021,indications_INTERVERTEBRAL DISC CALCIFICATION
8022,indications_CARCINOMA IN SITU
8023,indications_ATRIAL SEPTAL DEFECT REPAIR
8024,indications_PITUITARY CYST
8025,indications_WEIGHT GAIN POOR
8026,indications_BODY HEIGHT
8027,indications_HYPOPHYSECTOMY
8028,indications_ARTERIAL RESTENOSIS
8029,indications_CARDIAC VALVE RUPTURE
8030,"indications_SCHIZOPHRENIA\, CATATONIC TYPE"
8031,indications_OPTIC GLIOMA
8032,indications_REACTIVE ATTACHMENT DISORDER OF INFANCY OR EARLY CHILDHOOD
8033,indications_DYSLEXIA
8034,indications_OPIATES
8035,indications_VIRAL RASH
8036,indications_CHRONIC CUTANEOUS LUPUS ERYTHEMATOSUS
8037,indications_EAR TUBE INSERTION
8038,indications_SLEEP TALKING
8039,indications_SLEEP PARALYSIS
8040,indications_HYPNOPOMPIC HALLUCINATION
8041,indications_URINARY TRACT NEOPLASM
8042,indications_VERTEBRAL ARTERY DISSECTION
8043,indications_DRUG ADMINISTERED AT INAPPROPRIATE SITE
8044,indications_MACULAR CYST
8045,indications_SKIN MASS
8046,indications_HYPOLIPIDAEMIA
8047,indications_TONSILLITIS
8048,indications_LUTEAL PHASE DEFICIENCY
8049,indications_AURA
8050,indications_OESOPHAGEAL ADENOCARCINOMA RECURRENT
8051,indications_GASTRITIS ALCOHOLIC
8052,indications_PSYCHOMOTOR SEIZURES
8053,indications_OESOPHAGEAL MOTILITY DISORDER
8054,indications_CYCLOTHYMIC DISORDER
8055,indications_GINGIVAL PAIN
8056,indications_OESOPHAGEAL INJURY
8057,indications_SCLERAL DISORDER
8058,indications_ALTERNARIA INFECTION
8059,indications_FORCED EXPIRATORY VOLUME DECREASED
8060,indications_VITAL CAPACITY DECREASED
8061,indications_PSYCHIATRIC EVALUATION
8062,indications_SEROSITIS
8063,indications_CERVICOBRACHIAL SYNDROME
8064,indications_FULL BLOOD COUNT
8065,indications_PERIPHERAL T-CELL LYMPHOMA UNSPECIFIED REFRACTORY
8066,indications_ATRIOVENTRICULAR BLOCK COMPLETE
8067,indications_AVOIDANT PERSONALITY DISORDER
8068,indications_HAEMANGIOMA-THROMBOCYTOPENIA SYNDROME
8069,indications_GASTROINTESTINAL EROSION
8070,indications_TRANSFUSION RELATED COMPLICATION
8071,indications_ALPHA HAEMOLYTIC STREPTOCOCCAL INFECTION
8072,indications_MALIGNANT GLIOMA
8073,indications_OESTROGEN RECEPTOR ASSAY POSITIVE
8074,indications_MALIGNANT BREAST LUMP REMOVAL
8075,indications_ADVERSE REACTION
8076,indications_NODAL MARGINAL ZONE B-CELL LYMPHOMA REFRACTORY
8077,indications_BRAIN HYPOXIA
8078,indications_VIRAL RHINITIS
8079,indications_THREATENED LABOUR
8080,indications_SPINAL X-RAY
8081,indications_DEVICE FAILURE
8082,indications_MALIGNANT MAST CELL NEOPLASM
8083,indications_GASTRIC CANCER STAGE 0
8084,indications_BRAIN EMPYEMA
8085,indications_LUNG CONSOLIDATION
8086,indications_VULVITIS
8087,indications_URODYNAMICS MEASUREMENT
8088,indications_RENAL ARTERY STENT PLACEMENT
8089,indications_MESOTHELIOMA MALIGNANT
8090,indications_LEISHMANIASIS
8091,indications_INFANTILE GENETIC AGRANULOCYTOSIS
8092,indications_INFECTIVE MYOSITIS
8093,indications_CHARGE SYNDROME
8094,indications_SILVER-RUSSELL SYNDROME
8095,indications_EMPTY SELLA SYNDROME
8096,indications_REVERSE TRI-IODOTHYRONINE INCREASED
8097,indications_DENTAL COSMETIC PROCEDURE
8098,indications_ACUTE TONSILLITIS
8099,indications_FOLLICULAR MUCINOSIS
8100,indications_INTERNAL FIXATION OF FRACTURE
8101,indications_PYOSPERMIA
8102,indications_GASTROINTESTINAL STOMA COMPLICATION
8103,indications_ENTEROSTOMY
8104,indications_TRANSITIONAL CELL CANCER OF THE RENAL PELVIS AND URETER
8105,indications_DEAFNESS BILATERAL
8106,indications_DIVERTICULITIS OESOPHAGEAL
8107,indications_CALCIUM IONISED DECREASED
8108,indications_PETROSITIS
8109,indications_UVULITIS
8110,indications_PERIORBITAL OEDEMA
8111,indications_CONGENITAL ARTERIAL MALFORMATION
8112,indications_RETINAL DEGENERATION
8113,indications_ROCKY MOUNTAIN SPOTTED FEVER
8114,indications_OBSTRUCTION GASTRIC
8115,indications_MATERNAL USE OF ILLICIT DRUGS
8116,indications_OSTEONECROSIS OF JAW
8117,indications_CARDIAC RESYNCHRONISATION THERAPY
8118,indications_ANAL CANCER STAGE IV
8119,indications_OVARIAN REMNANT SYNDROME
8120,indications_DEVICE MALFUNCTION
8121,indications_PHYSICAL ASSAULT
8122,indications_AUTOINFLAMMATORY DISEASE
8123,indications_URINE URIC ACID
8124,indications_GRAFT COMPLICATION
8125,indications_NEURONAL NEUROPATHY
8126,indications_DEPILATION
8127,indications_SPINAL NERVE STIMULATOR IMPLANTATION
8128,indications_CHEST WALL MASS
8129,indications_EPENDYMOMA MALIGNANT
8130,indications_BUNDLE BRANCH BLOCK RIGHT
8131,indications_LUNG LOBECTOMY
8132,indications_MYCOBACTERIUM CHELONAE INFECTION
8133,indications_NEPHROSCLEROSIS
8134,indications_UTERINE MASS
8135,indications_PELVIC HAEMORRHAGE
8136,indications_SUPERIOR VENA CAVA STENOSIS
8137,indications_URINARY TRACT INFECTION FUNGAL
8138,indications_CEREBRAL FUNGAL INFECTION
8139,indications_BLOOD CULTURE POSITIVE
8140,indications_METASTASES TO THE MEDIASTINUM
8141,indications_LARGE INTESTINAL OBSTRUCTION
8142,indications_CANDIDA SEPSIS
8143,indications_AORTIC VALVE PROLAPSE
8144,indications_LARGE INTESTINAL HAEMORRHAGE
8145,indications_BRONCHOALVEOLAR LAVAGE
8146,indications_OESOPHAGEAL OEDEMA
8147,indications_VERTEBRAL COLUMN MASS
8148,indications_IMMUNE TOLERANCE INDUCTION
8149,indications_EAR INJURY
8150,indications_ENDOCRINE PANCREATIC DISORDER
8151,indications_RESPIRATORY DEPRESSION
8152,indications_HOSPICE CARE
8153,indications_RECTAL TENESMUS
8154,indications_INFLAMMATORY MYOFIBROBLASTIC TUMOUR
8155,indications_HUMAN IMMUNODEFICIENCY VIRUS TRANSMISSION
8156,indications_INFECTIOUS COLITIS
8157,indications_LONG QT SYNDROME
8158,indications_RESPIRATORY TRACT NEOPLASM
8159,indications_MULTIPLE DRUG THERAPY
8160,indications_OTORRHOEA
8161,indications_UPPER RESPIRATORY TRACT INFLAMMATION
8162,indications_HYPO HDL CHOLESTEROLAEMIA
8163,indications_OESOPHAGEAL COMPRESSION
8164,indications_THYROID ELECTRON RADIATION THERAPY
8165,indications_NEOADJUVANT THERAPY
8166,indications_CYSTOPEXY
8167,indications_ARTHROSCOPY
8168,indications_PULMONARY HAEMOSIDEROSIS
8169,indications_ABSCESS ORAL
8170,indications_SPINE MALFORMATION
8171,indications_DEVELOPMENTAL HIP DYSPLASIA
8172,indications_ELECTRIC SHOCK
8173,indications_LARYNGEAL OEDEMA
8174,indications_BLOOD LUTEINISING HORMONE DECREASED
8175,"indications_SLEEP DISORDER DUE TO GENERAL MEDICAL CONDITION\, HYPERSOMNIA TYPE"
8176,indications_MYOCARDIAL STRAIN
8177,indications_FIBROMUSCULAR DYSPLASIA
8178,indications_STURGE-WEBER SYNDROME
8179,indications_OSMOTIC DEMYELINATION SYNDROME
8180,indications_URETERAL DISORDER
8181,indications_DRUG DIVERSION
8182,indications_OBSTRUCTIVE UROPATHY
8183,indications_CLOSTRIDIUM DIFFICILE SEPSIS
8184,indications_IDEAS OF REFERENCE
8185,indications_DEREALISATION
8186,indications_PSYCHIATRIC DECOMPENSATION
8187,indications_FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY
8188,indications_SPUTUM DISCOLOURED
8189,indications_AORTIC ARTERIOSCLEROSIS
8190,indications_PULMONARY VALVE INCOMPETENCE
8191,indications_GASTROINTESTINAL MUCOSAL DISORDER
8192,indications_PERITONEAL ABSCESS
8193,indications_NEUTROPHIL COUNT DECREASED
8194,indications_TREATMENT NONCOMPLIANCE
8195,indications_VASCULAR RESISTANCE PULMONARY INCREASED
8196,indications_RETINITIS PIGMENTOSA
8197,indications_CARDIOPULMONARY BYPASS
8198,indications_OESOPHAGEAL LESION EXCISION
8199,indications_LUNG CYST
8200,indications_VOCAL CORD PARALYSIS
8201,indications_SICK SINUS SYNDROME
8202,indications_LARYNGEAL SQUAMOUS CELL CARCINOMA
8203,indications_AMBLYOPIA
8204,indications_MESOBLASTIC NEPHROMA
8205,indications_AXILLARY MASS
8206,indications_ATTENTION-SEEKING BEHAVIOUR
8207,indications_MAMMOPLASTY
8208,indications_ATONIC URINARY BLADDER
8209,"indications_OSTEOPENIA\,OSTEOPOROSIS PROPHYLAXIS\,OSTEOPOROSIS"
8210,indications_AORTIC CALCIFICATION
8211,indications_DERMATILLOMANIA
8212,indications_GASTROINTESTINAL OBSTRUCTION
8213,indications_EYELID THICKENING
8214,"indications_EPILEPSY\,CONVULSION"
8215,indications_STASIS DERMATITIS
8216,indications_SCAR EXCISION
8217,indications_ARTIFICIAL HEART IMPLANT
8218,"indications_SOMNOLENCE\,NARCOLEPSY"
8219,indications_INCREASED VENTRICULAR AFTERLOAD
8220,indications_URINARY TRACT INFECTION BACTERIAL
8221,indications_STROKE IN EVOLUTION
8222,indications_NECROSIS
8223,indications_PRIAPISM
8224,indications_HOMICIDE
8225,indications_PROSTATE CANCER STAGE I
8226,indications_CYSTOCELE
8227,"indications_NARCOLEPSY\,INSOMNIA"
8228,indications_ACUTE HIV INFECTION
8229,"indications_INTERVERTEBRAL DISC DEGENERATION\,PAIN"
8230,"indications_POST LAMINECTOMY SYNDROME\,SPINAL PAIN"
8231,indications_EXPLORATORY OPERATION
8232,indications_DEFAECATION URGENCY
8233,"indications_PAIN\,NEURITIS"
8234,indications_LIPOPROTEIN (A) DECREASED
8235,indications_MEDICAL COUNSELLING
8236,indications_THYROID CANCER STAGE II
8237,indications_RETINOPATHY
8238,indications_INTERVERTEBRAL DISC SPACE NARROWING
8239,indications_PROCEDURAL SITE REACTION
8240,indications_BURNS THIRD DEGREE
8241,indications_MULTIPLE MYELOMA
8242,indications_GENERALIZED ANXIETY DISORDER
8243,indications_EDEMA
8244,indications_CHEST PRESSURE
8245,indications_RESTLESS LEG SYNDROME
8246,indications_WEIGHT LOSS
8247,indications_HYPERCHOLESTEROLEMIA
8248,indications_DRUG USE FOR UNKNOWN INDICATION
8249,indications_JUVENILE ARTHRITIS
8250,indications_MULTIPLE MYELOMA WITHOUT MENTION OF REMISSION
8251,indications_MYELOMA
8252,indications_CONGESTIVE HEART FAILURE
8253,indications_GERD
8254,indications_CHRONIC PAIN
8255,indications_DYSLIPIDEMIA
8256,indications_MUSCLE RELAXANT
8257,indications_ESTROGEN
8258,indications_COPD
8259,indications_ACUTE MYELOID LEUKEMIA
8260,indications_ALLERGY NOS
8261,indications_HEARTBURN
8262,indications_HYPERURICEMIA
8263,indications_MALIGNANT HEPATIC NEOPLASM
8264,indications_CONJUNCTIVITIS INFECTIVE
8265,indications_CANDIDIASIS
8266,indications_GASTRIC ANTRAL VASCULAR ECTASIA
8267,indications_CHRONIC MYELOMONOCYTIC LEUKEMIA
8268,indications_SEIZURES
8269,indications_DIABETES
8270,indications_BLOOD PRESSURE HIGH
8271,indications_MDS
8272,indications_ANALGESIA
8273,indications_HEART DISORDER
8274,indications_ULCERATIVE COLITIS
8275,indications_COLD SORES
8276,indications_CENTRAL RETINAL VEIN OCCLUSION
8277,indications_MACULAR EDEMA
8278,indications_MRI BRAIN
8279,indications_MRI ANGIOGRAPHY
8280,indications_THYROID DISORDER NOS
8281,indications_SPASTICITY
8282,indications_CHOLESTEROL
8283,indications_ALLERGIC REACTION
8284,indications_ACID REFLUX (OESOPHAGEAL)
8285,indications_NODULAR LYMPHOMA
8286,indications_SHORTNESS OF BREATH
8287,indications_SHOULDER PAIN
8288,indications_DIABETES MELLITUS INSULIN-DEPENDENT
8289,indications_NAUSEA PROPHYLAXIS
8290,indications_END STAGE RENAL DISEASE (ESRD)
8291,indications_COMPLICATIONS OF TRANSPLANTED LIVER
8292,indications_ASPERGILLOSIS
8293,indications_HEARTBEATS IRREGULAR
8294,indications_SLEEP DISORDER NOS
8295,indications_INDIGESTION
8296,indications_CHRONIC BACK PAIN
8297,indications_DYSMENORRHEA
8298,indications_PRE-DIABETES
8299,indications_TYPE I DIABETES MELLITUS
8300,indications_ADHD
8301,indications_MALIGNANT BREAST NEOPLASM
8302,indications_MERKEL CELL CARCINOMA
8303,indications_ATTENTION DEFICIT DISORDER
8304,indications_CARCINOMA OF THE PROSTATE METASTATIC
8305,indications_ISCHEMIA CEREBRAL
8306,indications_HYPOKALEMIA
8307,indications_HEART ATTACK
8308,indications_CYST OVARY
8309,indications_EDEMA OF LOWER EXTREMITIES
8310,indications_FEVER
8311,indications_DVT PROPHYLAXIS
8312,indications_MUSCLE SPASM
8313,indications_GASTROPARESIS
8314,indications_HIGH CHOLESTEROL
8315,indications_LYMPHOMA (NON-HODGKIN'S)
8316,indications_POST PROCEDURAL PNEUMONIA
8317,indications_AUTOIMMUNE RETINOPATHY
8318,indications_PAIN IN ELBOW
8319,indications_ACUTE MYELOID LEUKEMIA NOS
8320,indications_MALIGNANT SOFT TISSUE NEOPLASM
8321,indications_ACID REFLUX (ESOPHAGEAL)
8322,indications_GASTROINTESTINAL DISORDER NOS
8323,indications_ALLERGIC CONJUNCTIVITIS
8324,indications_TRAUMATIC HAEMORRHAGE
8325,indications_5Q MINUS MYELODYSPLASTIC SYNDROME
8326,indications_HERPES VIRAL INFECTION NOS
8327,indications_CHOLESTEROL LEVELS RAISED
8328,indications_BIRTH CONTROL
8329,indications_COLD
8330,indications_ESTROGEN LOW
8331,indications_GASTROESOPHAGEAL REFLUX DISEASE
8332,indications_DIARRHEA
8333,indications_PUFFINESS FACE
8334,indications_PRECURSOR B-LYMPHOBLASTIC LEUKEMIA ACUTE
8335,indications_PRECURSOR B-LYMPHOBLASTIC LEUKAEMIA ACUTE
8336,indications_NERVE DAMAGE
8337,indications_TYPE II DIABETES MELLITUS
8338,indications_GENERAL BODY PAIN
8339,indications_B PRECURSOR TYPE ACUTE LEUKEMIA
8340,indications_CONTINUOUS AMBULATORY PERITONEAL DIALYSIS
8341,indications_AUTOMATED PERITONEAL DIALYSIS
8342,indications_STOMACH UPSET
8343,indications_CML
8344,indications_NEUROPATHY
8345,indications_ANKLE EDEMA
8346,indications_HYPERLIPIDEMIA
8347,indications_KIDNEY DISORDER
8348,indications_PITUITARY ADENOMA
8349,indications_CARCINOMA OF TONGUE
8350,indications_PULMONARY HYPERTENSION SECONDARY
8351,indications_AFIB
8352,indications_CHRONIC LYMPHOID LEUKEMIA
8353,indications_RA
8354,indications_MICROANGIOPATHY
8355,indications_GASTROESOPHAGEAL REFLUX
8356,indications_CLL
8357,indications_CHOLESTEROL HIGH
8358,indications_PEDAL EDEMA
8359,indications_CHRONIC INSOMNIA
8360,indications_LEG PAIN
8361,indications_SMALL CELL LUNG CANCER STAGE UNSPECIFIED
8362,indications_ANESTHESIA LOCAL
8363,indications_RHINITIS SEASONAL
8364,indications_WATER RETENTION
8365,indications_MOOD DISORDER NOS
8366,indications_BLADDER INCONTINENCE
8367,indications_LYMPHOMA NOS
8368,indications_MOUTH BLEEDING
8369,indications_HERPES NOS
8370,indications_MS
8371,indications_ALLERGIC RASH
8372,indications_MANIC DEPRESSION
8373,indications_LUNG CANCER
8374,indications_NUTRITIONAL SUPPORT
8375,indications_ANTIBACTERIAL PROPHYLAXIS
8376,indications_HUMAN IMMUNODEFICIENCY VIRUS SYNDROME
8377,indications_GASTROESOPHAGEAL REFLUX PROPHYLAXIS
8378,indications_HYPERGLYCEMIA STEROID-INDUCED
8379,indications_MULTIPLE VESSEL BYPASS
8380,indications_CORONARY ARTERY BYPASS GRAFT
8381,indications_CATHETER INFECTION
8382,indications_BPH
8383,indications_HODGKIN'S LYMPHOMA
8384,"indications_MALIGNANT NEOPLASM OF LIVER\, PRIMARY"
8385,indications_LICHEN MYXEDEMATOSUS
8386,indications_CORONARY STENT PLACEMENT
8387,indications_ALLERGY MULTIPLE
8388,indications_LATEX ALLERGY
8389,indications_HIVES
8390,"indications_MALIGNANT NEOPLASM OF UTERUS\, PART UNSPECIFIED"
8391,indications_ONCHOCERCIASIS
8392,indications_CHRONIC LYMPHOCYTIC LEUKEMIA
8393,indications_PERIPHERAL ARTERIAL DISEASE
8394,indications_REFLUX ESOPHAGITIS
8395,indications_EXERCISE INDUCED ASTHMA
8396,indications_MALIGNANT NEOPLASM OF BRAIN
8397,indications_HEPATIC NEOPLASM MALIGNANT
8398,indications_NO THERAPEUTIC RESPONSE
8399,indications_IRON DEFICIENCY ANEMIA
8400,indications_PNEUMONIA PRIMARY ATYPICAL
8401,indications_PLASMA CELL LEUKEMIA
8402,indications_WALDENSTROM'S MACROGLOBULINEMIA
8403,indications_ARTHRITIC PAINS
8404,indications_5Q MINUS MDS
8405,indications_DVT
8406,indications_FAHR'S DISEASE
8407,indications_DIGITAL ULCER
8408,indications_THYROID CYST (NOT ADENOMA)
8409,indications_HEREDITARY DISORDER
8410,indications_SINUSITIS NOS
8411,indications_CROHN'S
8412,indications_ADD
8413,indications_POLYCYSTIC OVARIAN SYNDROME
8414,indications_MINISTROKE
8415,indications_CLOT BLOOD
8416,indications_NEUROGENIC PAIN
8417,indications_RECURRENT URINARY TRACT INFECTION
8418,indications_MALIGNANT SOLID TUMOR
8419,indications_MALIGNANT NEOPLASM OF PROSTATE
8420,indications_B-CELL LYMPHOMA NOS
8421,indications_METAL POISONING
8422,indications_PAIN NOS
8423,indications_MIGRAINE HEADACHE
8424,indications_ANKLE SWELLING
8425,indications_CARDIAC DISORDER PROPHYLAXIS
8426,indications_HODGKIN'S DISEASE NODULAR SCLEROSIS STAGE IV
8427,indications_LEUKEMIC RETICULOENDOTHELIOSIS
8428,indications_OESOPHAGEAL ATRESIA
8429,indications_PERIODONTAL OPERATION
8430,indications_BONE NEOPLASM MALIGNANT
8431,indications_ONYCHOCRYPTOSIS
8432,indications_KT/V
8433,indications_AV FISTULA REVISION
8434,indications_STERNOTOMY
8435,indications_KNEE ARTHRITIS
8436,indications_CABG
8437,indications_LEFT VENTRICULAR ASSIST DEVICE INSERTION
8438,indications_STOMACH ULCER
8439,indications_CHOLESTEROL LOW
8440,indications_ALLERGY
8441,indications_PANCREAS CANCER
8442,indications_LYMPHOCYTIC COLITIS
8443,indications_DYSFUNCTION THYROID
8444,indications_VASECTOMY
8445,indications_ALZHEIMER'S DISEASE
8446,indications_GENERAL DISCOMFORT
8447,indications_NUCLEAR MAGNETIC RESONANCE IMAGING ABDOMINAL ABNORMAL
8448,indications_UTI
8449,indications_PERIPHERAL NEUROPATHY NOS
8450,indications_ALLERGIC RHINITIS
8451,indications_OPEN HEART SURGERY
8452,indications_DOUBLE VESSEL BYPASS GRAFT
8453,indications_NEUROPATHIC PAIN
8454,indications_FLU LIKE SYMPTOMS
8455,indications_HYPERTRIGLYCERIDEMIA
8456,indications_EDEMA OF LEGS
8457,"indications_MALIGNANT NEOPLASM OF HEAD\, FACE\, AND NECK NOS"
8458,indications_MRI
8459,indications_B12 DEFICIENCY ANEMIA
8460,indications_HEARTBEATS INCREASED
8461,indications_HYPOPHYSITIS
8462,indications_POLYCYSTIC OVARY
